Exist	Tweet 	existence.confidence
1	RT @TEDNews: Larry Brilliant at #tedxvolcano: Climate change is exacerbating all other crises of our age. But climate science is now under attack.	0.8451
1	RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link]	1
1	Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]	1
1	Global Warming Causes Volcano Eruptions -- By: Jonah Goldberg: From Reuters: OSLO (Reuters) - A thaw of Iceland's... [link]	0.794
1	Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]	1
0	RT @Climates_Change: Bring Indigenous Voices into the Conversation About Climate Change [link]	0.6076
1	Climate Change & Volcanic Activity: "Ice Cap Thaw May Awaken Icelandic Volcanoes [link]	0.7738
1	•À_No Rain in the Amazon: How South America•À_s Climate Change Affects Entire Planet•À_ -Interview of Nikolas Kozloff (vid) [link]	1
1	Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link]	0.8176
1	RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: [link]	0.7959
1	Not sure if this is consensus, but: scientist warns climate change will lead to more volcano crises due to melting ice. [link]	0.617
1	Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun	0.8121
1	I feel that already RT @organicnewyork Climate change making seasonal allergies worse. Near-record highs this Spring [link]	1
1	RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  [link]	1
1	Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. [link]	1
1	Cochabamba Summit Offers New Approach to Combating Climate Change [link]	0.7951
1	Climate Change is Making You Sneeze: [link]	1
1	ENVIRONMENT: Climate of change: From something as simple as reminding computer users to power down when not workin... [link]	0.5934
1	Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. [link]	1
1	The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link]	1
1	The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link]	1
1	Climate Change culprit for "Off-the-Charts" Pollen Counts... [link]	0.8164
1	Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link]	0.8205
1	Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... [link]	1
1	Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link]	1
0	Author Nikolas Kozloff on "No Rain in the Amazon: How South America's Climate Change Affects the Entire Planet" [link]	0.6819
1	How do we solve this global warming thing? [link]	0.7997
1	Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link]	0.8731
1	Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link]	0.7796
1	Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link]	0.6111
1	How do we solve this global warming thing? [link]	1
1	How do we solve this global warming thing? [link]	0.8182
1	Report: Allergy Season to Get Worse with Climate Change (Time.com) [link]	0.8033
1	Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.	0.7862
1	Is nationalizing the energy industry necessary to fight global warming?  [link]	0.7995
1	Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. [link]	1
1	Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link]	1
1	Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link]	1
1	reading from @time Allergies Worse Than Ever? Blame Global Warming [link]	1
0	The $6BN REDD+ forest conservation partnership to curb climate change leaves on env'l groups & indigenous populations. [link]	0.6058
1	2/3rds of Tbaggers don't think climate change is a serious problem. As I said, they're ignorant.	1
1	Missing' heat may affect future climate change [link]	0.5899
1	Climate Change - Building a Green Economy [link]	1
1	Climate change threatening Glacier National Park and Montana's economy - Examiner.com [link]	0.798
1	New York: Climate change could raise cost of allergies [link]	0.5979
1	Ecotone: #Climate change from a #population perspective [link]	0.581
1	Climate change blamed as coastal whale migration dwindles •À_ Ventura County.. [link]	0.8767
1	Think your allergies are bad now? Wait until climate change kicks in, Michig.. [link]	1
1	Exclusive: Climate change could raise cost of U.S. allergies| Reuters [link]	0.8037
1	Spring storm season starting a little late this year???  Must be global warming!	0.6128
1	Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... [link]	0.7933
1	Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger [link]	1
1	All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers [link]	0.6015
1	Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link]	0.8172
1	Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.	1
1	United States Must Lead on Climate Change •À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green [link]	0.7759
1	Green:Net: How the Internet, Computing Can Fight Climate Change [link]	0.7693
0	3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica [link]	1
1	Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... [link]	1
1	Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link]	0.6042
1	Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link]	0.7797
1	Reinvent Cities to Stop Climate Change [link]	1
1	Climate Change Continues To Melt Glacier National Park's Icons | National P.. [link]	1
1	Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link]	0.8165
1	Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link]	0.8106
1	Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link]	1
0	China active, serious in tackling climate change, says vice president | Humani.. [link]	0.6523
1	You and Us and Me - China active, serious in tackling climate change, says vic.. [link]	0.8122
1	Study: SE Asia will be hit hard by climate change [link]	0.798
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Obama: China Must Act Soon on Climate Change [link]	0.6099
1	If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	0.8123
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	0.8221
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	0.8878
1	Demand Congress take action on climate change. Pls sign the petition. [link]	0.8305
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Carbon Age is killing us. Climate change legislation now: [link]	0.7971
0	Obama says in TV interview that 'we can't allow China to wait' on tackling climate change [link]	0.7879
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Government Claims Global Warming May Cause Cancer [link]	0.6207
1	Government Claims Global Warming May Cause Cancer [link]	1
1	Protect Wildlife Habitat from Climate Change: [link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	0.8123
1	Plan B: California Braces for Climate Change [link]	0.8165
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	0.6155
1	Nine scenarios for imminent apocalypse•À_only one is global warming [link]	0.7835
1	If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]	1
1	DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link]	0.9174
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	0.8043
0	[link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	1
1	Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  [link]	0.5864
1	SEC warns publically held companies to advise investors of risks of #climate change. [link]	0.5768
1	Save the Whales and They'll Save Us from Global Warming [link]	1
1	Al Gore @ #IRA "If a snake were coming up the aisle, there wouldn't be a long debate about what to do." And we dawdle about climate change.	0.6285
1	We should be leaders on climate change but it is always put on the back burner... [link]	1
0	RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? [link]	0.5932
1	Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link]	0.8068
1	Climate change and Why Your Allergies Are Getting Worse [link]	1
1	Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at [link]	0.6058
1	RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world	1
1	Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link]	0.8098
0	Italy: PhD Programme in Science and Management of Climate Change ...: PhD Programme in Science and Management of C... [link]	0.5911
1	Oxfam: Climate change devastating rural Ethiopian communities. [link]	1
1	Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen	0.6058
0	Go for the green! Olympic athletes push for climate change action -- [link]	0.6812
1	DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... [link]	0.8206
1	Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health [link]	1
1	Climate change causing change in ocean chemistry at unprecedented rate. [link]	1
1	Global warming can be good for [link]	1
1	Allergies Worse Than Ever? Blame Global Warming (Time.com) [link]	0.7953
1	RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) [link]	0.6008
1	For #EarthDay Global warming could affect patient symptoms [link]	1
1	Just signed an #earthday petition to take action on climate change via @rockthevote: [link]	1
1	Treating Climate Change as a Curable Disease [link]	0.6413
1	Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming ("Keeping the debate honest," ... [link]	0.8037
1	See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: [link]	1
